SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,DOLLARS PER SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,NUM_UNITS,Association Heat,Association Water,Pool,Other Extras,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,November-13-2019,Condo/Co-op,436 N Harvey Ave #2,Oak Park,IL,60302,160000.00,2.00,1.00,Oak Park,1014.00,,1928.00,333.00,158.00,365.00,Sold,,,19,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/436-N-Harvey-Ave-60302/unit-2/home/12705146,MRED,10506627,N,Y,41.8944528,-87.781142
PAST SALE,December-31-2019,Condo/Co-op,116 N Austin Blvd #1161,Oak Park,IL,60302,221000.00,4.00,2.00,Oak Park,,,,285.00,,498.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/116-N-Austin-Blvd-60302/unit-1161/home/171726650,MRED,10413252,N,Y,41.882813,-87.775195
PAST SALE,December-19-2019,Condo/Co-op,603 Washington Blvd #2,Oak Park,IL,60302,122000.00,1.00,1.00,Oak Park,,,1928.00,297.00,,302.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/603-Washington-Blvd-60302/unit-2/home/12657215,MRED,10564652,N,Y,41.8813207,-87.7898699
PAST SALE,November-15-2019,Condo/Co-op,106 S Ridgeland Ave #311,Oak Park,IL,60302,310000.00,2.00,2.00,Oak Park,1434.00,,2006.00,331.00,216.00,402.00,Sold,,,51,FALSE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/106-S-Ridgeland-Ave-60302/unit-311/home/12590288,MRED,10498438,N,Y,41.8866707,-87.7841265
PAST SALE,December-10-2019,Condo/Co-op,225 N Oak Park Ave Unit 2W,Oak Park,IL,60302,129000.00,1.00,1.00,Oak Park,,,1928.00,306.00,,252.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/225-N-Oak-Park-Ave-60302/unit-2W/home/12613253,MRED,10482366,N,Y,41.891035,-87.7950369
PAST SALE,,Condo/Co-op,156 N Oak Park Ave #24,Oak Park,IL,60301,320000.00,2.00,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/156-N-Oak-Park-Ave-60301/unit-24/home/13270689,,,N,Y,41.8893585,-87.794026
PAST SALE,July-31-2020,Condo/Co-op,842 S Wesley Ave #1,Oak Park,IL,60304,140000.00,1.00,1.00,Oak Park,,,1923.00,72.00,,390.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/842-Wesley-Ave-60304/unit-1/home/12636250,MRED,10759325,N,Y,41.8727592,-87.7913087
PAST SALE,,Condo/Co-op,231 Clinton Ave #3,Oak Park,IL,60302,288000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/231-Clinton-Ave-60302/unit-3/home/13270097,,,N,Y,41.8841984,-87.7989733
PAST SALE,October-31-2019,Condo/Co-op,216 N Oak Park Ave Unit 2AA,Oak Park,IL,60302,160000.00,2.00,1.00,Oak Park,912.00,,1924.00,346.00,175.00,359.00,Sold,,,112,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/216-N-Oak-Park-Ave-60302/unit-2AA/home/13270576,MRED,10508093,N,Y,41.8909974,-87.7940335
PAST SALE,November-15-2019,Condo/Co-op,427 S Euclid Ave Unit I,Oak Park,IL,60302,131877.00,2.00,1.00,Oak Park,,,,331.00,,353.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/427-S-Euclid-Ave-60302/unit-I/home/12705747,MRED,10542004,N,Y,41.8805462,-87.7930678
PAST SALE,October-30-2019,Condo/Co-op,200 Home Ave Unit 3C,Oak Park,IL,60302,176000.00,2.00,1.50,Oak Park,,,1966.00,347.00,,301.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/200-Home-Ave-60302/unit-3C/home/13270637,MRED,10339685,N,Y,41.8851903,-87.7997329
PAST SALE,February-14-2020,Condo/Co-op,417 Wisconsin Ave Unit 3E,Oak Park,IL,60302,105000.00,1.00,1.00,Oak Park,,,1922.00,240.00,,304.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/417-Wisconsin-Ave-60302/unit-3E/home/12698675,MRED,10590279,N,Y,41.880629,-87.802769
PAST SALE,December-11-2019,Condo/Co-op,1040 Ontario St Unit 3J,Oak Park,IL,60302,177000.00,2.00,1.00,Oak Park,900.00,,1960.00,305.00,197.00,330.00,Sold,,,24,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/1040-Ontario-St-60302/unit-3J/home/13271876,MRED,10440853,N,Y,41.8909329,-87.802182
PAST SALE,March-12-2020,Condo/Co-op,929 S Oak Park Ave Unit 3NW,Oak Park,IL,60304,85500.00,2.00,1.00,Oak Park,900.00,10275.00,1956.00,213.00,95.00,300.00,Sold,,,12,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/929-S-Oak-Park-Ave-60304/unit-3NW/home/13247499,MRED,10548144,N,Y,41.8709528,-87.7943281
PAST SALE,November-13-2019,Condo/Co-op,820 Washington Blvd Unit G,Oak Park,IL,60302,112000.00,1.00,1.00,Oak Park,,,1925.00,333.00,,219.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/820-Washington-Blvd-60302/unit-G/home/12629469,MRED,10530656,N,Y,41.881793,-87.795267
PAST SALE,June-2-2020,Condo/Co-op,302 N Oak Park Ave #3,Oak Park,IL,60302,241900.00,3.00,2.00,Oak Park,,,,131.00,,577.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/302-N-Oak-Park-Ave-60302/unit-3/home/160589335,MRED,10673895,N,Y,41.891767,-87.794092
PAST SALE,December-30-2019,Condo/Co-op,926 S Wesley Ave #3,Oak Park,IL,60304,135000.00,2.00,1.00,Oak Park,,,1929.00,286.00,,411.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/926-Wesley-Ave-60304/unit-3/home/12716961,MRED,10571127,N,Y,41.871536,-87.7909128
PAST SALE,March-3-2020,Condo/Co-op,500 Washington Blvd #102,Oak Park,IL,60302,100000.00,1.00,1.00,Oak Park,,,,222.00,,218.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/500-Washington-Blvd-60302/unit-102/home/13269184,MRED,10596719,N,Y,41.8819636,-87.7882124
PAST SALE,February-18-2020,Condo/Co-op,714 N AUSTIN Blvd Unit GNE,Oak Park,IL,60302,45000.00,1.00,1.00,Oak Park,630.00,,1969.00,236.00,71.00,227.00,Sold,,,10,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/714-N-Austin-Blvd-60302/unit-GNE/home/13268258,MRED,10508460,N,Y,41.8937949,-87.7754493
PAST SALE,,Condo/Co-op,225 N Oak Park Ave Unit 1W,Oak Park,IL,60302,126500.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/225-N-Oak-Park-Ave-60302/unit-1W/home/12604701,,,N,Y,41.891035,-87.7950369
PAST SALE,,Condo/Co-op,338 S East Ave Unit 3S,Oak Park,IL,60302,169000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/338-S-East-Ave-60302/unit-3S/home/13269073,,,N,Y,41.8820409,-87.7891297
PAST SALE,January-14-2020,Condo/Co-op,214 N OAK PARK Ave Unit 1BB,Oak Park,IL,60302,145000.00,1.00,1.00,Oak Park,920.00,,1923.00,271.00,158.00,394.00,Sold,,,112,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/214-N-Oak-Park-Ave-60302/unit-1BB/home/13271910,MRED,10570677,N,Y,41.8909974,-87.7940335
PAST SALE,,Condo/Co-op,406 Wesley Ave #1,Oak Park,IL,60302,132000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/406-Wesley-Ave-60302/unit-1/home/18917806,,,N,Y,41.881301,-87.7905706
PAST SALE,March-31-2020,Condo/Co-op,721 Ontario St #210,Oak Park,IL,60302,470000.00,2.00,2.50,Oak Park,2100.00,,1922.00,194.00,224.00,679.00,Sold,,,30,FALSE,FALSE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/721-Ontario-St-60302/unit-210/home/169450436,MRED,10550828,N,Y,41.889831,-87.794038
PAST SALE,,Condo/Co-op,109 S Grove Ave Unit 1N,Oak Park,IL,60302,290000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/109-S-Grove-Ave-60302/unit-1N/home/12608677,,,N,Y,41.886392,-87.796152
PAST SALE,,Condo/Co-op,41 Garfield St,Oak Park,IL,60304,1100000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/41-Garfield-St-60304/home/13251044,,,N,Y,41.8703236,-87.7763618
PAST SALE,,Condo/Co-op,1036 Washington Blvd,Oak Park,IL,60302,197000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/1036-Washington-Blvd-60302/home/13270318,,,N,Y,41.8816273,-87.801736
PAST SALE,,Condo/Co-op,930 Ontario St Unit G-1,Oak Park,IL,60302,216500.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/930-Ontario-St-60302/unit-G-1/home/12791107,,,N,Y,41.8904408,-87.7990597
PAST SALE,December-3-2019,Condo/Co-op,147 N Euclid Ave #206,Oak Park,IL,60302,670000.00,3.00,2.50,Oak Park,1883.00,,2017.00,313.00,356.00,383.00,Sold,,,28,FALSE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/147-N-Euclid-Ave-60301/unit-206/home/108694854,MRED,10475405,N,Y,41.8890708,-87.7928011
PAST SALE,February-3-2020,Condo/Co-op,231 Clinton Ave Unit 3N,Oak Park,IL,60302,288000.00,3.00,2.00,Oak Park,1500.00,,1905.00,251.00,192.00,525.00,Sold,,,6,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/231-Clinton-Ave-60302/unit-3N/home/171728048,MRED,10579576,N,Y,41.884198,-87.798973
PAST SALE,March-30-2020,Condo/Co-op,820 Washington Blvd #3,Oak Park,IL,60302,127498.00,1.00,1.00,Oak Park,,,1925.00,195.00,,271.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/820-Washington-Blvd-60302/unit-3/home/12651163,MRED,10493749,N,Y,41.8817929,-87.7952672
PAST SALE,March-30-2020,Condo/Co-op,643 Garfield St #3,Oak Park,IL,60304,129000.00,2.00,1.00,Oak Park,900.00,,1926.00,195.00,143.00,316.00,Sold,,,59,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/643-Garfield-St-60304/unit-3/home/58469554,MRED,10626027,N,Y,41.871536,-87.7909128
PAST SALE,August-7-2020,Condo/Co-op,914 N Austin Blvd Unit B1,Oak Park,IL,60302,68500.00,1.00,1.00,Oak Park,,,1965.00,65.00,,237.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/914-N-Austin-Blvd-60302/unit-B1/home/12699566,MRED,10628249,N,Y,41.8971352,-87.7756794
PAST SALE,September-2-2020,Condo/Co-op,222 Washington Blvd #205,Oak Park,IL,60302,167000.00,2.00,2.00,Oak Park,1000.00,,1969.00,39.00,167.00,405.00,Sold,,,24,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/222-Washington-Blvd-60302/unit-205/home/13267366,MRED,10673644,N,Y,41.8820334,-87.780676
PAST SALE,September-28-2020,Condo/Co-op,336 S MAPLE Ave Unit 2B,Oak Park,IL,60302,145000.00,1.00,1.00,Oak Park,,,1925.00,13.00,,269.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/336-S-Maple-Ave-60302/unit-2B/home/26811101,MRED,10808723,N,Y,41.881753,-87.803501
PAST SALE,September-30-2020,Condo/Co-op,429 S Taylor Ave Unit 2S,Oak Park,IL,60302,191400.00,2.00,1.00,Oak Park,,,1926.00,11.00,,350.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/429-S-Taylor-Ave-60302/unit-2S/home/21835539,MRED,10751059,N,Y,41.880966,-87.778405
PAST SALE,,Condo/Co-op,644 Harrison St #2,Oak Park,IL,60304,120000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/644-Harrison-St-60304/unit-2/home/12650972,,,N,Y,41.8727592,-87.7913087
PAST SALE,December-31-2019,Condo/Co-op,818 Erie St #3,Oak Park,IL,60302,209500.00,2.00,1.00,Oak Park,,,,285.00,,362.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/818-Erie-Ct-60302/unit-3/home/169431241,MRED,10548806,N,Y,41.891511,-87.7957762
PAST SALE,July-17-2020,Condo/Co-op,314 Wisconsin Ave Unit 2S,Oak Park,IL,60302,289900.00,2.00,1.00,Oak Park,1500.00,,1924.00,86.00,193.00,360.00,Sold,,,6,FALSE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/314-Wisconsin-Ave-60302/unit-2S/home/39942024,MRED,10727018,N,Y,41.8825661,-87.8019736
PAST SALE,,Condo/Co-op,1025 Randolph St #111,Oak Park,IL,60302,170000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/1025-Randolph-St-60302/unit-111/home/13270893,,,N,Y,41.882966,-87.8011976
PAST SALE,November-27-2019,Condo/Co-op,845 S Humphrey Ave #2,Oak Park,IL,60304,103000.00,1.00,1.00,Oak Park,,,1920.00,319.00,,294.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/845-S-Humphrey-Ave-60304/unit-2/home/12663196,MRED,10307953,N,Y,41.8729035,-87.7759858
PAST SALE,,Condo/Co-op,1025 Randolph St #210,Oak Park,IL,60302,129000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/1025-Randolph-St-60302/unit-210/home/13270193,,,N,Y,41.882966,-87.8011976
PAST SALE,June-15-2020,Condo/Co-op,221 N Marion St Unit 3A,Oak Park,IL,60302,168000.00,2.00,1.50,Oak Park,,,1960.00,118.00,,361.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/221-N-Marion-St-60302/unit-3A/home/13271885,MRED,10705027,N,Y,41.8913198,-87.8030171
PAST SALE,March-9-2020,Condo/Co-op,216 N OAK PARK Ave Unit 3AA,Oak Park,IL,60302,160000.00,2.00,1.00,Oak Park,912.00,,1924.00,216.00,175.00,378.00,Sold,,,112,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/216-N-Oak-Park-Ave-60302/unit-3AA/home/13271530,MRED,10618309,N,Y,41.8909974,-87.7940335
PAST SALE,,Condo/Co-op,930 Ontario St Unit 4E,Oak Park,IL,60302,198500.00,2.00,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/930-Ontario-St-60302/unit-4E/home/12817660,,,N,Y,41.8903718,-87.7990415
PAST SALE,February-21-2020,Condo/Co-op,215 N Grove Ave Unit C,Oak Park,IL,60302,562500.00,3.00,2.00,Oak Park,2156.00,1888.00,2005.00,233.00,261.00,415.00,Sold,,,7,FALSE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/215-N-Grove-Ave-60302/unit-C/home/12596969,MRED,10460880,N,Y,41.890794,-87.796758
PAST SALE,May-5-2020,Condo/Co-op,1148 Ontario St Unit 2W,Oak Park,IL,60302,125000.00,1.00,1.00,Oak Park,,,1924.00,159.00,,355.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1148-Ontario-St-60302/unit-2W/home/171377438,MRED,10681991,N,Y,41.89084,-87.804867
PAST SALE,,Condo/Co-op,302 N Oak Park Ave #3,Oak Park,IL,60302,242000.00,3.00,2.00,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/302-N-Oak-Park-Ave-60302/unit-3/home/12770096,,,N,Y,41.8917671,-87.7940919
PAST SALE,,Condo/Co-op,818 Erie St Unit 3E,Oak Park,IL,60302,209500.00,2.00,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/818-Erie-St-60302/unit-3E/home/13271358,,,N,Y,41.891511,-87.7957762
PAST SALE,January-31-2020,Condo/Co-op,1040 Erie St #302,Oak Park,IL,60302,192500.00,2.00,2.00,Oak Park,1000.00,,1967.00,254.00,193.00,,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1040-Erie-St-60302/unit-302/home/13271382,MRED,10593765,N,Y,41.8922061,-87.8023166
PAST SALE,June-18-2020,Condo/Co-op,217 N Grove Ave Unit A,Oak Park,IL,60302,475000.00,3.00,3.50,Oak Park,,2000.00,1907.00,115.00,,415.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/217-N-Grove-Ave-60302/unit-A/home/12590595,MRED,10639699,N,Y,41.890883,-87.796422
PAST SALE,,Condo/Co-op,1194 S Kenilworth Ave Unit 1E,Oak Park,IL,60304,159000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/1194-S-Kenilworth-Ave-60304/unit-1E/home/26811713,,,N,Y,41.8653643,-87.7960643
PAST SALE,July-2-2020,Condo/Co-op,420 Home Ave Unit 302N,Oak Park,IL,60302,185000.00,2.00,2.00,Oak Park,,,1972.00,101.00,,369.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/420-Home-Ave-60302/unit-302N/home/13268906,MRED,10715647,N,Y,41.880778,-87.7995947
PAST SALE,October-18-2019,Condo/Co-op,405 S Maple Ave #8,Oak Park,IL,60302,85000.00,1.00,1.00,Oak Park,600.00,,1957.00,359.00,142.00,249.00,Sold,,,10,FALSE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/405-S-Maple-Ave-60302/unit-8/home/13269608,MRED,10376020,N,Y,41.8811161,-87.8043468
PAST SALE,,Condo/Co-op,1148 Ontario St #2,Oak Park,IL,60302,125000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/1148-Ontario-St-60302/unit-2/home/12726302,,,N,Y,41.8908402,-87.8048671
PAST SALE,December-10-2019,Condo/Co-op,237 S Maple Ave #2,Oak Park,IL,60302,240000.00,2.00,2.00,Oak Park,1400.00,,,306.00,171.00,400.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/237-S-Maple-Ave-60302/unit-2/home/13270389,MRED,10515242,N,Y,41.8840829,-87.8044447
PAST SALE,,Condo/Co-op,203 N Kenilworth Ave Unit 4D,Oak Park,IL,60302,245000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/203-N-Kenilworth-Ave-60302/unit-4D/home/52637026,,,N,Y,41.8904726,-87.7982348
PAST SALE,January-17-2020,Condo/Co-op,1107 Washington Blvd Unit 1E,Oak Park,IL,60302,88000.00,1.00,1.00,Oak Park,750.00,,,268.00,117.00,196.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1107-Washington-Blvd-60302/unit-1E/home/161387138,MRED,10336258,N,Y,41.881242,-87.802712
PAST SALE,December-16-2019,Condo/Co-op,1120 W Thomas St #105,Oak Park,IL,60302,320000.00,2.00,2.00,Oak Park,,,2000.00,300.00,,425.00,Sold,,,,,,,,http://www.redfin.com/IL/Arlington-Heights/1120-W-Thomas-St-60004/unit-105/home/12740609,MRED,10494000,N,Y,41.899932,-87.805008
PAST SALE,September-25-2020,Condo/Co-op,1025 Randolph St #314,Oak Park,IL,60302,169000.00,2.00,1.00,Oak Park,1150.00,,1971.00,16.00,147.00,464.00,Sold,,,43,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/1025-Randolph-St-60302/unit-314/home/13270191,MRED,10661871,N,Y,41.882966,-87.8011976
PAST SALE,September-30-2020,Condo/Co-op,239 Washington Blvd Unit 2A,Oak Park,IL,60302,188000.00,2.00,1.00,Oak Park,,,1932.00,11.00,,352.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/239-Washington-Blvd-60302/unit-2A/home/12636267,MRED,10814682,N,Y,41.881469,-87.7817029
PAST SALE,October-6-2020,Condo/Co-op,929 Ontario St Unit 1W,Oak Park,IL,60302,268000.00,3.00,2.00,Oak Park,1500.00,,1928.00,5.00,179.00,475.00,Sold,,,6,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/929-Ontario-St-60302/unit-1W/home/13270795,MRED,10835856,N,Y,41.889848,-87.798937
PAST SALE,,Condo/Co-op,1331 N Harlem Ave #2,Oak Park,IL,60302,93500.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/1331-N-Harlem-Ave-60302/unit-2/home/12813592,,,N,Y,41.904647,-87.8051018
PAST SALE,December-30-2019,Condo/Co-op,203 N Kenilworth Ave Unit 4J,Oak Park,IL,60302,307500.00,3.00,2.00,Oak Park,1725.00,,,286.00,178.00,411.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/203-N-Kenilworth-Ave-60302/unit-4J/home/13271330,MRED,10526235,N,Y,41.8904726,-87.7982348
PAST SALE,,Condo/Co-op,645 Garfield St #3,Oak Park,IL,60304,1032000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/645-Garfield-St-60304/unit-3/home/12715840,,,N,Y,41.871536,-87.7909128
PAST SALE,,Condo/Co-op,343 S Humphrey Ave #2,Oak Park,IL,60302,135000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/343-S-Humphrey-Ave-60302/unit-2/home/13267936,,,N,Y,41.8823875,-87.776691
PAST SALE,,Condo/Co-op,439 S Taylor Ave Unit 2A,Oak Park,IL,60302,52000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/439-S-Taylor-Ave-60302/unit-2A/home/13266808,,,N,Y,41.8804599,-87.778169
PAST SALE,March-19-2020,Condo/Co-op,424 S Austin Blvd Unit 1N,Oak Park,IL,60304,174500.00,3.00,2.00,Oak Park,1600.00,,1927.00,206.00,109.00,395.00,Sold,,,8,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/424-S-Austin-Blvd-60304/unit-1N/home/13250842,MRED,10619014,N,Y,41.87368,-87.774797
PAST SALE,February-3-2020,Condo/Co-op,1136 ONTARIO St Unit 2C,Oak Park,IL,60302,147000.00,2.00,1.00,Oak Park,,,1927.00,251.00,,324.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1136-Ontario-St-60302/unit-2C/home/13271669,MRED,10459355,N,Y,41.890758,-87.8043896
PAST SALE,October-1-2020,Condo/Co-op,1118 Washington Blvd Unit 1A,Oak Park,IL,60302,275000.00,3.00,2.00,Oak Park,1400.00,,1925.00,10.00,196.00,357.00,Sold,,,58,FALSE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/1118-Washington-Blvd-60302/unit-1A/home/71210833,MRED,10734500,N,Y,41.8819447,-87.8033948
PAST SALE,January-27-2020,Condo/Co-op,1020 WASHINGTON Blvd Unit 1B,Oak Park,IL,60302,149000.00,2.00,1.00,Oak Park,835.00,,1968.00,258.00,178.00,340.00,Sold,,,11,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/1020-Washington-Blvd-60302/unit-1B/home/13270068,MRED,10561022,N,Y,41.8818006,-87.8008853
PAST SALE,December-16-2019,Condo/Co-op,1003 S Oak Park Ave #5,Oak Park,IL,60304,106000.00,2.00,1.00,Oak Park,1000.00,,1926.00,300.00,106.00,309.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1003-S-Oak-Park-Ave-60304/unit-5/home/12697591,MRED,10427515,N,Y,41.8704608,-87.794306
PAST SALE,,Condo/Co-op,333 S East Ave #210,Oak Park,IL,60302,212000.00,3.00,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/333-S-East-Ave-60302/unit-210/home/12554742,,,N,Y,41.8818215,-87.7898212
PAST SALE,,Condo/Co-op,914 N Austin Blvd Unit C6,Oak Park,IL,60302,79000.00,1.00,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/914-N-Austin-Blvd-60302/unit-C6/home/12699265,,,N,Y,41.8971352,-87.7756794
PAST SALE,August-21-2020,Condo/Co-op,405 S Harvey Ave Unit 1B,Oak Park,IL,60302,140000.00,1.00,1.00,Oak Park,,,1923.00,51.00,,300.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/405-S-Harvey-Ave-60302/unit-1B/home/12661974,MRED,10750946,N,Y,41.881469,-87.7817029
PAST SALE,October-6-2020,Condo/Co-op,1040 Ontario St Unit 3I,Oak Park,IL,60302,170000.00,2.00,1.00,Oak Park,1000.00,,1959.00,5.00,170.00,330.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1040-Ontario-St-60302/unit-3I/home/13272588,MRED,10808431,N,Y,41.8909329,-87.802182
PAST SALE,October-8-2020,Condo/Co-op,441 N Lombard Ave #3,Oak Park,IL,60302,148000.00,2.00,1.00,Oak Park,,,1928.00,3.00,,303.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/441-N-Lombard-Ave-60302/unit-3/home/12650802,MRED,10857962,N,Y,41.8943335,-87.7804344
PAST SALE,,Condo/Co-op,121 Washington Blvd #1,Oak Park,IL,60302,150000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/121-Washington-Blvd-60302/unit-1/home/12792126,,,N,Y,41.8817201,-87.77925
PAST SALE,,Condo/Co-op,333 S East Ave #301,Oak Park,IL,60302,180000.00,2.00,2.00,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/333-S-East-Ave-60302/unit-301/home/13269218,,,N,Y,41.8818215,-87.7898212
PAST SALE,July-24-2020,Condo/Co-op,621 Washington Blvd Unit 2N,Oak Park,IL,60302,125000.00,1.00,1.00,Oak Park,800.00,,1927.00,79.00,156.00,377.00,Sold,,,,,,,,http://www.redfin.com/IL/Chicago/621-W-Washington-Blvd-60661/unit-2N/home/18935482,MRED,10686761,N,Y,41.881301,-87.790565
PAST SALE,August-13-2020,Condo/Co-op,127 Pleasant St Unit B,Oak Park,IL,60302,210000.00,2.00,1.00,Oak Park,1500.00,,1907.00,59.00,140.00,377.00,Sold,,,17,FALSE,FALSE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/127-Pleasant-St-60302/unit-B/home/18935778,MRED,10648941,N,Y,41.88498,-87.779231
PAST SALE,August-31-2020,Condo/Co-op,200 Home Ave Unit 2C,Oak Park,IL,60302,135000.00,2.00,1.50,Oak Park,,,,41.00,,324.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/200-Home-Ave-60302/unit-2C/home/13270099,MRED,10691295,N,Y,41.8851903,-87.7997329
PAST SALE,September-16-2020,Condo/Co-op,1124 Washington Blvd Unit 1A,Oak Park,IL,60302,161500.00,2.00,1.00,Oak Park,,,1925.00,25.00,,216.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1124-Washington-Blvd-60302/unit-1A/home/145620680,MRED,10778987,N,Y,41.881945,-87.8032831
PAST SALE,,Condo/Co-op,222 N Grove Ave Unit 3G,Oak Park,IL,60302,210000.00,2.00,2.00,,1450.00,,,,145.00,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/222-N-Grove-Ave-60302/unit-3G/home/13271633,,,N,Y,41.8908879,-87.7956225
