SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,DOLLARS PER SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,NUM_UNITS,Association Heat,Association Water,Pool,Other Extras,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,304 N Oak Park Ave #2,Oak Park,IL,60302,199000.00,2.00,2.00,Oak Park,,,1913.00,29.00,,549.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/304-N-Oak-Park-Ave-60302/unit-2/home/12769505,MRED,10855711,N,Y,41.8917671,-87.7940919
MLS Listing,,Condo/Co-op,531 S Cuyler Ave #2,Oak Park,IL,60302,209900.00,3.00,1.00,Oak Park,,,1912.00,30.00,,300.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/531-S-Cuyler-Ave-60304/unit-2/home/18958830,MRED,10854862,N,Y,41.8787093,-87.7835433
MLS Listing,,Condo/Co-op,425 Home Ave Unit 3G,Oak Park,IL,60302,111500.00,1.00,1.00,Oak Park,,,1963.00,30.00,,305.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/425-Home-Ave-60302/unit-3G/home/13269739,MRED,10854355,N,Y,41.8805892,-87.8003859
MLS Listing,,Condo/Co-op,210 S Lombard Ave Unit B,Oak Park,IL,60302,224000.00,2.00,1.00,Oak Park,1000.00,,1909.00,31.00,224.00,361.00,Active,,,17,FALSE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/210-S-Lombard-Ave-60302/unit-B/home/18932069,MRED,10852996,N,Y,41.88498,-87.779231
MLS Listing,,Condo/Co-op,175 Linden Ave #3,Oak Park,IL,60302,284500.00,2.00,1.00,Oak Park,1335.00,,1915.00,34.00,213.00,460.00,Active,,,18,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/175-Linden-Ave-60302/unit-3/home/13270687,MRED,10849085,N,Y,41.8899461,-87.7916119
MLS Listing,,Condo/Co-op,906 S Elmwood Ave #3,Oak Park,IL,60304,113000.00,1.00,1.00,Oak Park,,,1964.00,34.00,,252.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/906-S-Elmwood-Ave-60304/unit-3/home/18942500,MRED,10848988,N,Y,41.8724063,-87.7852171
MLS Listing,,Condo/Co-op,240 S Maple Ave Unit 3W,Oak Park,IL,60302,168800.00,2.00,1.00,Oak Park,,,1920.00,38.00,,460.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/240-S-Maple-Ave-60302/unit-3W/home/12699321,MRED,10845865,N,Y,41.8839101,-87.8034008
MLS Listing,,Condo/Co-op,617 Washington Blvd Unit 3S,Oak Park,IL,60302,143000.00,1.00,1.00,Oak Park,,,1928.00,39.00,,280.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/617-Washington-Blvd-60302/unit-3S/home/21801606,MRED,10835545,N,Y,41.881301,-87.790571
MLS Listing,,Condo/Co-op,217 Chicago Ave #2,Oak Park,IL,60302,139000.00,1.00,1.00,Oak Park,,,1925.00,41.00,,299.00,Active,October-11-2020 02:30 PM,October-11-2020 04:00 PM,,,,,,http://www.redfin.com/IL/Oak-Park/217-Chicago-Ave-60302/unit-2/home/12708327,MRED,10841442,N,Y,41.8944528,-87.781142
MLS Listing,,Condo/Co-op,828 N Austin Blvd Unit 3SW,Oak Park,IL,60302,115000.00,2.00,1.00,Oak Park,1000.00,,1971.00,41.00,115.00,311.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/828-N-Austin-Blvd-60302/unit-3SW/home/13276581,MRED,10840995,N,Y,41.8956786,-87.7756065
MLS Listing,,Condo/Co-op,407 S OAK PARK Ave Unit H,Oak Park,IL,60302,239000.00,2.00,2.50,Oak Park,1650.00,,2000.00,41.00,145.00,367.00,Active,,,6,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/407-S-Oak-Park-Ave-60302/unit-H/home/12668910,MRED,10840662,N,Y,41.8812164,-87.7946621
MLS Listing,,Condo/Co-op,320 N Maple Ave Unit 2N,Oak Park,IL,60302,249900.00,3.00,1.50,Oak Park,1200.00,,1931.00,42.00,208.00,264.00,Active,October-11-2020 12:00 PM,October-11-2020 03:00 PM,,,,,,http://www.redfin.com/IL/Oak-Park/320-N-Maple-Ave-60302/unit-2N/home/13076951,MRED,10839924,N,Y,41.892645,-87.803611
MLS Listing,,Condo/Co-op,655 South Blvd Unit 302N,Oak Park,IL,60302,164000.00,2.00,1.00,Oak Park,954.00,,1965.00,42.00,172.00,331.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/655-South-Blvd-60302/unit-302N/home/13269355,MRED,10839899,N,Y,41.886547,-87.792175
MLS Listing,,Condo/Co-op,222 Washington Blvd #203,Oak Park,IL,60302,149000.00,2.00,2.00,Oak Park,,,1965.00,44.00,,416.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/222-Washington-Blvd-60302/unit-203/home/13266982,MRED,10839160,N,Y,41.8821023,-87.7806933
MLS Listing,,Condo/Co-op,727 S Maple Ave #303,Oak Park,IL,60304,94900.00,1.00,1.00,Oak Park,700.00,,1970.00,44.00,136.00,,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/727-S-Maple-Ave-60304/unit-303/home/13249893,MRED,10838960,N,Y,41.875783,-87.80416
MLS Listing,,Condo/Co-op,1339 N Harlem Ave #8,Oak Park,IL,60302,105900.00,1.00,1.00,Oak Park,634.00,,,45.00,167.00,203.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/1339-N-Harlem-Ave-60302/unit-8/home/13275478,MRED,10836683,N,Y,41.904764,-87.805158
MLS Listing,,Condo/Co-op,415 S Maple Ave #703,Oak Park,IL,60302,81000.00,1.00,1.00,Oak Park,,,1963.00,49.00,,168.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/415-S-Maple-Ave-60302/unit-703/home/13270024,MRED,10827984,N,Y,41.8807591,-87.8043346
MLS Listing,,Condo/Co-op,1023 Washington Blvd Unit 1A,Oak Park,IL,60302,199900.00,2.00,1.00,Oak Park,,,1963.00,51.00,,486.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/1023-Washington-Blvd-60302/unit-1A/home/13270724,MRED,10826444,N,Y,41.8812093,-87.8009369
MLS Listing,,Condo/Co-op,240 S Maple Ave Unit G,Oak Park,IL,60302,109000.00,1.00,1.00,Oak Park,875.00,,1927.00,52.00,125.00,264.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/240-S-Maple-Ave-60302/unit-G/home/12708399,MRED,10825771,N,Y,41.8839101,-87.8034008
MLS Listing,,Condo/Co-op,118 S East Ave Unit 3N,Oak Park,IL,60302,213000.00,2.00,1.00,Oak Park,1400.00,,1915.00,53.00,152.00,358.00,Active,,,18,FALSE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/118-S-East-Ave-60302/unit-3N/home/102075334,MRED,10818049,N,Y,41.8865582,-87.7893714
MLS Listing,,Condo/Co-op,1339 N Harlem Ave #4,Oak Park,IL,60302,97500.00,1.00,1.00,Oak Park,600.00,,1958.00,54.00,163.00,230.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/1339-N-Harlem-Ave-60302/unit-4/home/13275481,MRED,10821960,N,Y,41.904764,-87.805158
MLS Listing,,Condo/Co-op,166 N Humphrey Ave Unit 1N,Oak Park,IL,60302,224900.00,2.00,2.00,Oak Park,1300.00,,1919.00,55.00,173.00,280.00,Active,,,6,FALSE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/166-N-Humphrey-Ave-60302/unit-1N/home/12699318,MRED,10821055,N,Y,41.8899199,-87.7761249
MLS Listing,,Condo/Co-op,333 S East Ave #406,Oak Park,IL,60302,199900.00,2.00,2.00,Oak Park,1050.00,,1971.00,56.00,190.00,397.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/333-S-East-Ave-60302/unit-406/home/13269074,MRED,10820110,N,Y,41.8818215,-87.7898212
MLS Listing,,Condo/Co-op,337 S Maple Ave #32,Oak Park,IL,60302,149900.00,2.00,2.00,Oak Park,,,1968.00,58.00,,283.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/337-S-Maple-Ave-60302/unit-32/home/13270088,MRED,10818473,N,Y,41.881879,-87.8043726
MLS Listing,,Condo/Co-op,715 Washington Blvd Unit 2D,Oak Park,IL,60302,225000.00,2.00,2.00,Oak Park,1330.00,,1921.00,58.00,169.00,456.00,Active,,,11,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/715-Washington-Blvd-60302/unit-2D/home/13269204,MRED,10734170,N,Y,41.881254,-87.79355
MLS Listing,,Condo/Co-op,1041 SUSAN COLLINS Ln #102,Oak Park,IL,60302,173000.00,2.00,2.00,Oak Park,1100.00,,1999.00,59.00,157.00,399.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/1041-Susan-Collins-Ln-60302/unit-102/home/12770224,MRED,10817550,N,Y,41.879859,-87.8018608
MLS Listing,,Condo/Co-op,248 S Marion St #5,Oak Park,IL,60302,128000.00,1.00,1.00,Oak Park,720.00,,1964.00,61.00,178.00,268.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/248-S-Marion-St-60302/unit-5/home/13270103,MRED,10813920,N,Y,41.8837753,-87.8020199
MLS Listing,,Condo/Co-op,1024 Washington Blvd Unit 4S,Oak Park,IL,60302,675000.00,3.00,2.50,Oak Park,1875.00,,2021.00,62.00,360.00,100.00,Active,,,9,FALSE,FALSE,FALSE,TRUE,http://www.redfin.com/IL/Oak-Park/1024-Washington-Blvd-60302/unit-4S/home/172689513,MRED,10813176,N,Y,41.881797,-87.801075
MLS Listing,,Condo/Co-op,320 N AUSTIN Blvd #2,Oak Park,IL,60302,113000.00,1.00,1.00,Oak Park,630.00,,1962.00,65.00,179.00,255.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/320-N-Austin-Blvd-60302/unit-2/home/13267685,MRED,10810861,N,Y,41.8860705,-87.7753013
MLS Listing,,Condo/Co-op,444 Washington Blvd #204,Oak Park,IL,60302,195000.00,2.00,2.00,Oak Park,1100.00,,1971.00,65.00,177.00,361.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/444-Washington-Blvd-60302/unit-204/home/13268070,MRED,10810428,N,Y,41.8819942,-87.7867798
MLS Listing,,Condo/Co-op,315 Wisconsin Ave Unit 1S,Oak Park,IL,60302,242900.00,3.00,1.00,Oak Park,1481.00,,1907.00,65.00,164.00,380.00,Active,,,6,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/315-Wisconsin-Ave-60302/unit-1S/home/12596960,MRED,10810333,N,Y,41.882696,-87.802838
MLS Listing,,Condo/Co-op,427 S Euclid Ave Unit 1B,Oak Park,IL,60302,139900.00,2.00,1.00,Oak Park,,,1965.00,66.00,,393.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/427-S-Euclid-Ave-60302/unit-1B/home/172671449,MRED,10808925,N,Y,41.8805462,-87.7930678
MLS Listing,,Condo/Co-op,346 N Austin Blvd Unit C,Oak Park,IL,60302,169500.00,3.00,1.00,Oak Park,,,1893.00,67.00,,510.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/346-N-Austin-Blvd-60302/unit-C/home/13267522,MRED,10807235,N,Y,41.8867959,-87.775207
MLS Listing,,Condo/Co-op,337 S Maple Ave #14,Oak Park,IL,60302,95000.00,1.00,1.00,Oak Park,,,1968.00,71.00,,197.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/Undisclosed-address-60302/home/13269847,MRED,10803396,N,Y,41.881879,-87.8043726
MLS Listing,,Condo/Co-op,135 S Kenilworth Ave #7,Oak Park,IL,60302,100000.00,1.00,1.00,Oak Park,520.00,,,72.00,192.00,260.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/135-S-Kenilworth-Ave-60302/unit-7/home/13269941,MRED,10801714,N,Y,41.8856162,-87.7975314
MLS Listing,,Condo/Co-op,914 N AUSTIN Blvd Unit B8,Oak Park,IL,60302,145000.00,2.00,2.00,Oak Park,1100.00,,1964.00,76.00,132.00,389.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/914-N-Austin-Blvd-60302/unit-B8/home/12699216,MRED,10796226,N,Y,41.8971352,-87.7756794
MLS Listing,,Condo/Co-op,220 S Maple Ave #37,Oak Park,IL,60302,324500.00,3.00,2.50,Oak Park,1600.00,,1928.00,78.00,203.00,566.00,Active,,,48,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/220-S-Maple-Ave-60302/unit-37/home/172587651,MRED,10795168,N,Y,41.884922,-87.803603
MLS Listing,,Condo/Co-op,210 N Oak Park Ave Unit 1FF,Oak Park,IL,60302,164900.00,2.00,1.00,Oak Park,900.00,,1924.00,79.00,183.00,378.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/210-N-Oak-Park-Ave-60302/unit-1FF/home/13271529,MRED,10794022,N,Y,41.890997,-87.794034
MLS Listing,,Condo/Co-op,150 S Oak Park Ave #402,Oak Park,IL,60302,170000.00,2.00,2.00,Oak Park,,,,79.00,,335.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/150-S-Oak-Park-Ave-60302/unit-402/home/171367110,MRED,10793846,N,Y,41.8858555,-87.7939706
MLS Listing,,Condo/Co-op,211 N Grove Ave Unit 2B,Oak Park,IL,60302,134500.00,1.00,1.00,Oak Park,500.00,,,80.00,269.00,403.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/211-N-Grove-Ave-60302/unit-2B/home/13271855,MRED,10792827,N,Y,41.8905742,-87.7964485
MLS Listing,,Condo/Co-op,164 N HUMPHREY Ave Unit 3S,Oak Park,IL,60302,249000.00,2.00,2.00,Oak Park,1373.00,,1925.00,82.00,181.00,280.00,Active,October-11-2020 12:30 PM,October-11-2020 02:00 PM,6,FALSE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/164-N-Humphrey-Ave-60302/unit-3S/home/12699860,MRED,10789239,N,Y,41.8899199,-87.7761249
MLS Listing,,Condo/Co-op,1133 Chicago Ave Unit 4W,Oak Park,IL,60302,669000.00,3.00,2.00,Oak Park,1855.00,,2017.00,83.00,361.00,486.00,Active,,,11,FALSE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/1133-Chicago-Ave-60302/unit-4W/home/60374082,MRED,10787886,N,Y,41.8940362,-87.8041886
MLS Listing,,Condo/Co-op,727 S Maple Ave #300,Oak Park,IL,60302,129900.00,2.00,1.00,Oak Park,900.00,,,84.00,144.00,290.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/727-S-Maple-Ave-60304/unit-300/home/13249970,MRED,10787327,N,Y,41.8757826,-87.8041598
MLS Listing,,Condo/Co-op,426 N Harvey Ave Unit 2NE,Oak Park,IL,60432,135000.00,2.00,1.00,Oak Park,850.00,,1968.00,87.00,159.00,283.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/426-N-Harvey-Ave-60302/unit-2NE/home/13267567,MRED,10783781,N,Y,41.8942985,-87.781138
MLS Listing,,Condo/Co-op,642 Adams St Unit 2E,Oak Park,IL,60304,149900.00,2.00,1.00,Oak Park,710.00,,,89.00,211.00,263.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/642-Adams-St-60304/unit-2E/home/12621314,MRED,10781075,N,Y,41.8781017,-87.7912639
MLS Listing,,Condo/Co-op,327 Wisconsin Ave Unit 4B,Oak Park,IL,60302,124500.00,1.00,1.00,Oak Park,,,,90.00,,284.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/327-Wisconsin-Ave-60302/unit-4B/home/13270981,MRED,10779864,N,Y,41.8822813,-87.8027098
MLS Listing,,Condo/Co-op,506 S Austin Blvd #2,Oak Park,IL,60304,182500.00,3.00,2.00,Oak Park,1800.00,,1924.00,93.00,101.00,300.00,Active,,,8,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/506-S-Austin-Blvd-60304/unit-2/home/12608631,MRED,10750917,N,Y,41.8735483,-87.7747934
MLS Listing,,Condo/Co-op,858 Washington Blvd Unit 1E,Oak Park,IL,60302,130000.00,1.00,1.00,Oak Park,,,,94.00,,276.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/858-Washington-Blvd-60302/unit-1E/home/12726721,MRED,10775171,N,Y,41.881865,-87.796598
MLS Listing,,Condo/Co-op,1148 Washington Blvd #1,Oak Park,IL,60302,144900.00,2.00,1.00,Oak Park,,,1926.00,95.00,,353.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/1148-Washington-Blvd-60302/unit-1/home/13270085,MRED,10774806,N,Y,41.8816393,-87.8043639
MLS Listing,,Condo/Co-op,850 W Washington Blvd #1,Oak Park,IL,60302,124500.00,1.00,1.00,Oak Park,750.00,,,95.00,166.00,271.00,Active,October-11-2020 12:00 PM,October-11-2020 02:00 PM,,,,,,http://www.redfin.com/IL/Oak-Park/850-Washington-Blvd-60302/unit-1/home/12727995,MRED,10774521,N,Y,41.881865,-87.7965976
MLS Listing,,Condo/Co-op,324 N Marion St Unit 2N,Oak Park,IL,60302,289000.00,3.00,2.00,Oak Park,1600.00,,1930.00,95.00,181.00,383.00,Active,,,7,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/324-N-Marion-St-60302/unit-2N/home/13272267,MRED,10773542,N,Y,41.892781,-87.802436
MLS Listing,,Condo/Co-op,1128 Washington Blvd Unit 3A,Oak Park,IL,60302,147500.00,1.00,1.00,Oak Park,929.00,,1925.00,96.00,159.00,217.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/1128-Washington-Blvd-60302/unit-3A/home/145614614,MRED,10747972,N,Y,41.8819429,-87.8036968
MLS Listing,,Condo/Co-op,1044 Ontario St Unit 2D,Oak Park,IL,60302,154900.00,2.00,1.00,Oak Park,850.00,,1960.00,98.00,182.00,330.00,Active,October-11-2020 11:00 AM,October-11-2020 01:00 PM,,,,,,http://www.redfin.com/IL/Oak-Park/1044-Ontario-St-60302/unit-2D/home/13271658,MRED,10770083,N,Y,41.8909329,-87.802182
MLS Listing,,Condo/Co-op,242 S Maple Ave Unit 3E,Oak Park,IL,60302,129000.00,1.00,1.00,Oak Park,850.00,,,100.00,152.00,345.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/242-S-Maple-Ave-60302/unit-3E/home/12698906,MRED,10731120,N,Y,41.8837978,-87.8033684
MLS Listing,,Condo/Co-op,655 SOUTH Blvd Unit 201N,Oak Park,IL,60302,149900.00,2.00,1.00,Oak Park,,,1965.00,103.00,,345.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/655-South-Blvd-60302/unit-201N/home/13269301,MRED,10765117,N,Y,41.886547,-87.792175
MLS Listing,,Condo/Co-op,204 S Maple Ave #16,Oak Park,IL,60302,257000.00,3.00,2.50,Oak Park,1600.00,,1929.00,104.00,161.00,553.00,Active,,,46,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/204-S-Maple-Ave-60302/unit-16/home/13270113,MRED,10763715,N,Y,41.8849223,-87.8036032
MLS Listing,,Condo/Co-op,1040 WASHINGTON Blvd #3,Oak Park,IL,60302,117500.00,1.00,1.00,Oak Park,900.00,,,110.00,131.00,355.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/1040-Washington-Blvd-60302/unit-3/home/145021443,MRED,10756862,N,Y,41.8816184,-87.8018902
MLS Listing,,Condo/Co-op,115 Garfield St Unit 3A,Oak Park,IL,60304,145000.00,2.00,2.00,Oak Park,900.00,,1960.00,114.00,161.00,277.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/115-Garfield-St-60304/unit-3A/home/12740343,MRED,10754016,N,Y,41.8704773,-87.7775823
MLS Listing,,Condo/Co-op,338 S EAST Ave Unit 2N,Oak Park,IL,60302,162999.00,2.00,1.00,Oak Park,1200.00,,,117.00,136.00,482.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/338-S-East-Ave-60302/unit-2N/home/13268763,MRED,10748875,N,Y,41.8820409,-87.7891297
MLS Listing,,Condo/Co-op,216 S Maple Ave #35,Oak Park,IL,60302,284900.00,3.00,2.50,Oak Park,,,1928.00,128.00,,483.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/216-S-Maple-Ave-60302/unit-35/home/13270557,MRED,10737720,N,Y,41.8849223,-87.8036032
MLS Listing,,Condo/Co-op,339 Clinton Ave #10,Oak Park,IL,60302,139500.00,2.00,1.00,Oak Park,1000.00,,1961.00,136.00,140.00,290.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/339-Clinton-Ave-60302/unit-10/home/13269710,MRED,10728399,N,Y,41.8819365,-87.7988813
MLS Listing,,Condo/Co-op,201 S Maple Ave #404,Oak Park,IL,60302,249000.00,3.00,1.50,Oak Park,,,1965.00,136.00,,446.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/201-S-Maple-Ave-60302/unit-404/home/13270653,MRED,10728351,N,Y,41.8850076,-87.8043807
MLS Listing,,Condo/Co-op,110 S Marion St #304,Oak Park,IL,60302,420000.00,2.00,2.50,Oak Park,1670.00,,2006.00,136.00,251.00,505.00,Active,,,42,TRUE,TRUE,FALSE,TRUE,http://www.redfin.com/IL/Oak-Park/110-S-Marion-St-60302/unit-304/home/21813368,MRED,10728318,N,Y,41.8864362,-87.8022247
MLS Listing,,Condo/Co-op,208 S MAPLE Ave #24,Oak Park,IL,60302,285000.00,3.00,2.50,Oak Park,1100.00,,,153.00,259.00,,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/208-S-Maple-Ave-60302/unit-24/home/13270646,MRED,10711921,N,Y,41.8849223,-87.8036032
MLS Listing,,Condo/Co-op,406 S Wesley Ave Unit 2N,Oak Park,IL,60302,174000.00,1.00,1.00,Oak Park,850.00,,1928.00,157.00,205.00,375.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/406-Wesley-Ave-60302/unit-2N/home/171556433,MRED,10708631,N,Y,41.8812873,-87.7907391
MLS Listing,,Condo/Co-op,204 S Maple Ave #18,Oak Park,IL,60302,269000.00,3.00,2.00,Oak Park,1700.00,,1928.00,163.00,158.00,500.00,Active,,,46,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/204-S-Maple-Ave-60302/unit-18/home/13269477,MRED,10703748,N,Y,41.8849223,-87.8036032
MLS Listing,,Condo/Co-op,1040 Ontario St Unit 2H,Oak Park,IL,60302,187000.00,2.00,1.00,Oak Park,,,1960.00,205.00,,330.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/1040-Ontario-St-60302/unit-2H/home/171343990,MRED,10673196,N,Y,41.8909329,-87.802182
MLS Listing,,Condo/Co-op,1020 Washington Blvd Unit 2A,Oak Park,IL,60302,174900.00,3.00,2.50,Oak Park,1600.00,,1965.00,226.00,109.00,758.00,Active,,,9,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/1020-Washington-Blvd-60302/unit-2A/home/145729081,MRED,10650213,N,Y,41.8818006,-87.8008853
MLS Listing,,Condo/Co-op,1040 ERIE St #402,Oak Park,IL,60302,219000.00,2.00,2.00,Oak Park,1000.00,,1968.00,250.00,219.00,424.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/1040-Erie-St-60302/unit-402/home/13271676,MRED,10627227,N,Y,41.8922061,-87.8023166
MLS Listing,,Condo/Co-op,415 Wesley Ave #42,Oak Park,IL,60302,89900.00,1.00,1.00,Oak Park,,,1965.00,372.00,,262.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/415-Wesley-Ave-60302/unit-42/home/13267582,MRED,10539443,N,Y,41.8807907,-87.7914938
MLS Listing,,Condo/Co-op,317 Wisconsin Ave Unit 1B,Oak Park,IL,60302,128000.00,2.00,1.00,Oak Park,,,1965.00,428.00,,284.00,Active,,,,,,,,http://www.redfin.com/IL/Oak-Park/317-Wisconsin-Ave-60302/unit-1B/home/12621357,MRED,10481704,N,Y,41.8825337,-87.802729
MLS Listing,,Condo/Co-op,426 S Lombard Ave #106,Oak Park,IL,60302,245000.00,3.00,2.00,Oak Park,1500.00,,1968.00,468.00,163.00,436.00,Active,,,23,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/426-S-Lombard-Ave-60302/unit-106/home/12791749,MRED,10428690,N,Y,41.8808702,-87.7791124
PAST SALE,,Condo/Co-op,449 N Lombard Ave #2,Oak Park,IL,60302,219000.00,2.00,2.00,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/449-N-Lombard-Ave-60302/unit-2/home/12627506,,,N,Y,41.8943335,-87.7804344
PAST SALE,September-2-2020,Condo/Co-op,439 S Taylor Ave Unit 1A,Oak Park,IL,60302,70250.00,2.00,1.00,Oak Park,850.00,,1927.00,39.00,83.00,,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/439-S-Taylor-Ave-60302/unit-1A/home/13267336,MRED,10639213,N,Y,41.8804599,-87.778169
PAST SALE,July-16-2020,Condo/Co-op,415 Wesley Ave #48,Oak Park,IL,60302,105000.00,1.00,1.00,Oak Park,809.00,,1965.00,87.00,130.00,301.00,Sold,,,31,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/415-Wesley-Ave-60302/unit-48/home/13269030,MRED,10709918,N,Y,41.8807907,-87.7914938
PAST SALE,July-31-2020,Condo/Co-op,222 N Marion St Unit 1I,Oak Park,IL,60302,205000.00,2.00,1.50,Oak Park,1105.00,,1960.00,72.00,186.00,421.00,Sold,,,40,FALSE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/222-N-Marion-St-60302/unit-1I/home/13271068,MRED,10686931,N,Y,41.8916372,-87.8023833
PAST SALE,February-19-2020,Condo/Co-op,1005 Washington Blvd Unit 2B,Oak Park,IL,60302,250000.00,3.00,2.00,Oak Park,1300.00,,1965.00,235.00,192.00,376.00,Sold,,,6,FALSE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/1005-Washington-Blvd-60302/unit-2B/home/13270488,MRED,10593896,N,Y,41.8813237,-87.8002707
PAST SALE,April-17-2020,Condo/Co-op,621 Washington Blvd Unit 3N,Oak Park,IL,60302,137000.00,1.00,1.00,Oak Park,800.00,,1927.00,177.00,171.00,270.00,Sold,,,100,FALSE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/621-Washington-Blvd-60302/unit-3N/home/145621240,MRED,10646789,N,Y,41.881301,-87.790571
PAST SALE,December-17-2019,Condo/Co-op,6436 ROOSEVELT Rd #316,Oak Park,IL,60304,170500.00,1.00,1.00,Oak Park,866.00,,2005.00,299.00,197.00,257.00,Sold,,,54,FALSE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/6436-Roosevelt-Rd-60304/unit-316/home/39563344,MRED,10569023,N,Y,41.8655414,-87.7857974
